,image_id,melanoma,asymmetry,border_irregularity,color_irregularity,differential_structure
0,ISIC_0000000,0,0.004595566984037264,1.3763522772097725,39.668584884626426,3.266906239790918e-05
1,ISIC_0000001,0,0.0012752068205157396,1.6175705482106524,26.345350856042256,0.00022153300841825432
2,ISIC_0000002,1,0.0020812070221361834,1.958621841228284,27.96818340456275,5.016554630279924e-05
3,ISIC_0000003,0,0.004378366759463848,1.5159979291908317,33.7663946252548,4.574565416285453e-05
4,ISIC_0000004,1,0.00521552272696732,1.2705491891100595,34.367255624414135,4.4273254526940277e-05
5,ISIC_0000006,0,0.005461051387326665,1.8415326470178852,25.227694331436613,0.00017064846416382253
6,ISIC_0000007,0,0.0015145083700320305,1.394910616529278,25.89716048740047,0.00017590149516270889
7,ISIC_0000008,0,0.0011781803547078196,1.6520239941386317,33.65031137056879,4.554563672800146e-05
8,ISIC_0000009,0,0.004175256690492235,1.7135773382252761,25.223571713645644,6.676904587033452e-05
9,ISIC_0000010,0,0.001681493481160895,1.5917054497148633,27.65311685492665,0.00019080328181644724
10,ISIC_0000011,0,0.002041749302129525,1.5882777822064653,24.540173681737386,8.562376915831835e-05
11,ISIC_0000012,0,0.0035779754341621617,1.3795723835481486,21.870191411913755,0.00030998140111593303
12,ISIC_0000013,1,0.001694015209746963,1.4606582826616175,40.02315611071021,6.180087757246153e-05
13,ISIC_0000014,0,0.0014259918121587722,1.7773095263066438,18.420789002217326,5.498735290883097e-05
14,ISIC_0000015,0,0.0034051773444142563,1.9366084749603314,34.417408037118086,6.438735432361085e-05
15,ISIC_0000016,0,0.0053197349547452755,1.3986931028083762,35.26366944352586,7.389344565137072e-05
16,ISIC_0000017,0,0.005239512067553159,1.720799317608728,29.12659806354324,0.00010005002501250626
17,ISIC_0000018,0,0.0024188387022375246,1.8474692767669179,22.222356683730936,6.547930853850184e-05
18,ISIC_0000019,0,0.00397044955855419,1.3651548138312413,36.22164831024589,4.7418085257717294e-05
19,ISIC_0000020,0,0.0034355865960965792,2.2123416192900103,34.097957147789806,6.457445434586077e-05
20,ISIC_0000021,0,0.024557656468218725,2.7262301853583186,18.37244930505963,6.086797735711242e-05
21,ISIC_0000022,1,0.0039425151835595085,1.2493218370265566,32.377473256719206,3.388796638313735e-05
22,ISIC_0000023,0,0.003123419065735822,1.5317956125490968,21.224321678662577,8.69414014953921e-05
23,ISIC_0000024,0,0.002982256424047064,1.2275666947383883,12.728014844524006,4.577916132576451e-05
24,ISIC_0000025,0,0.0049112248148148185,2.9531960951567475,15.989262076286552,7.919537499010058e-05
25,ISIC_0000026,1,0.001755634681275292,1.2351398502094197,19.34430676928179,2.857387776095094e-05
26,ISIC_0000027,0,0.0017976759976734147,1.953128293389389,23.201456780240914,8.124796880077999e-05
27,ISIC_0000028,0,0.0008683335166512207,1.6976232712342298,36.477298880183206,6.43293663557414e-05
28,ISIC_0000029,1,0.002092854503249031,1.7067442220609974,32.95527607111662,3.966522549680695e-05
29,ISIC_0000030,1,0.002312521551752905,1.2845894449808481,50.51621118196914,3.0620368669238775e-05
30,ISIC_0000031,1,0.004411007352639468,1.3714253275100157,42.85272666042628,4.6733339564445275e-05
31,ISIC_0000032,0,0.001616427439964374,1.3458393630210366,20.60727519627319,4.630058338735068e-05
32,ISIC_0000034,0,0.002054471422082177,1.7634221124852447,26.36022576946497,7.49737591842855e-05
33,ISIC_0000035,1,0.000676052189809595,1.7476029537049342,22.11402014608723,3.2964135021097044e-05
34,ISIC_0000036,1,0.0031872018849448958,1.34088833631256,45.826365109594896,3.886966999650173e-05
35,ISIC_0000037,0,0.003496929357055867,2.22857120769926,51.50541100609174,3.567224342738915e-05
36,ISIC_0000038,0,0.0014286731810791986,1.885095067589066,48.7731412872482,2.9279147391227968e-05
37,ISIC_0000039,0,0.0008086114922061238,1.481411344754811,36.11091163119868,6.945409084595083e-05
38,ISIC_0000040,1,0.004204598543982474,2.1236997404024147,21.500587456222835,9.214891264283081e-05
39,ISIC_0000041,0,0.000919591456245844,1.5606674178737732,27.451272298258647,0.0002231644722160232
40,ISIC_0000042,0,0.003110932965969787,1.4157668516311521,42.765884913513695,4.546901286773064e-05
41,ISIC_0000043,1,0.0029831995544084278,1.3448495334835817,40.81997775862822,3.720653346727685e-05
42,ISIC_0000044,0,0.0017882058104720377,1.5508223842102218,36.747350275992794,3.0084235860409144e-05
43,ISIC_0000045,0,0.0017144458880145597,1.509379335283984,43.64790068586177,4.7662170535246174e-05
44,ISIC_0000046,1,0.004009631580015605,2.208838521576922,19.600679170589352,4.037793749495276e-05
45,ISIC_0000047,0,0.007068836159980302,1.6106340308915825,45.69792438876781,6.214267959234402e-05
46,ISIC_0000048,0,0.005322541093301825,1.794100642811547,38.813393586865686,0.00012144765606023804
47,ISIC_0000049,1,0.0007427017875392683,1.1850668914618494,42.573729891732135,2.3243921714471664e-05
48,ISIC_0000050,0,0.0017235539381060816,1.3729238371726,21.42596807095552,5.40452899529806e-05
49,ISIC_0000051,0,0.003856147119651737,2.349096710528537,30.46707559332792,5.372300419039433e-05
50,ISIC_0000052,0,0.001649594202972171,1.6303291110431073,36.2939368462408,2.4812048730863707e-05
51,ISIC_0000053,0,0.0016062102381808052,2.65030966986348,37.989989060301646,2.997242536866083e-05
52,ISIC_0000054,1,0.0019835376892383128,1.8446118788514896,24.99069257164969,7.293414047115454e-05
53,ISIC_0000055,0,0.00128800237642121,1.8759795845257903,25.18859090866803,3.642854540818185e-05
54,ISIC_0000056,1,0.001667019947697329,2.1558221788425804,22.54572008780862,3.842311534619227e-05
55,ISIC_0000057,0,0.004002214217734001,1.4766291156264555,22.480364596811484,7.836376459525116e-05
56,ISIC_0000059,0,0.0038023925646525347,1.3399211362305055,44.25520435115863,3.567478862687739e-05
57,ISIC_0000061,0,0.002356489034922804,1.8503821504380553,30.141222790229175,4.8162596927226314e-05
58,ISIC_0000062,0,0.004222772240307343,2.1340585789289044,28.56106977439754,0.00018885741265344664
59,ISIC_0000063,0,0.00338840693060119,2.0449946949646174,50.584511359922885,3.5559348552734516e-05
60,ISIC_0000064,0,0.004302986423015992,1.5669064513160342,29.821544417726084,4.546901286773064e-05
61,ISIC_0000065,0,0.0005670052729534469,1.6687587278496432,23.919379819134885,5.9733588196642975e-05
